name,url,price,price_type,rating,rating_count,vendor
"EMEET C960 4K Webcam with Tripod, 4K UHD Sony Sensor, 3 Adjustable Height Mini Tripod w/Privacy Cover, Tof Auto Focus, Dual Noise-cancelling Mics,",https://google.com/url?q=https://fr.aliexpress.com/item/1005007138461392.html%3F_randl_currency%3DEUR%26_randl_shipto%3DFR%26src%3Dgoogle%26pdp_npi%3D4%2540dis!EUR!94.03!52.99!!!!!%2540!12000039539499840!ppc!!!&opi=95576897&sa=U&ved=0ahUKEwiiy_LukaiNAxUmT6QEHVDrADU4KBCwPAjfAQ&usg=AOvVaw0FN1c0mYgkA2_AYsfv5mrH,52.99,€,5.0,37,AliExpress
Asus ROG Eye S Webcam,https://google.com/url?q=https://www.accessoires-asus.com/camera-usb-rog-eye-s-72716-99689.htm&opi=95576897&sa=U&ved=0ahUKEwiiy_LukaiNAxUmT6QEHVDrADU4KBCwPAjiAQ&usg=AOvVaw0FQGhQirG3OlAeELuRXSod,99.0,€,4.5,164,Accessoires Asus
Trust Trino HD Video Webcam,https://google.com/url?q=https://www.micromania.fr/trust-webcam-hd-avec-micro-integre-trino-115723.html%3Fsrsltid%3DAfmBOopHUFJGqQBleEnP-1ZbyahY8Vzl3pvXrmtM1HBFSJHCTwuYvSVBeyU&opi=95576897&sa=U&ved=0ahUKEwiiy_LukaiNAxUmT6QEHVDrADU4KBCwPAjmAQ&usg=AOvVaw0xUlY-4C7kLzwoUHSdGLlu,24.99,€,4.5,857,micromania.fr
Logitech Webcam Brio 100 Full HD en Blanc Cassé,https://google.com/url?q=https://www.logitech.com/fr-fr/products/webcams/brio-100-webcam.960-001617.html&opi=95576897&sa=U&ved=0ahUKEwiiy_LukaiNAxUmT6QEHVDrADU4KBCwPAjqAQ&usg=AOvVaw0FQZySSH0VLLXLrkfDjKL-,49.99,€,4.5,2481,Logitech
"Logitech Brio 300 Webcam, Blanc",https://google.com/url?q=https://www.cdiscount.com/informatique/clavier-souris-webcam/webcam-logitech-brio-300-full-hd-avec-confidential/f-1070208-log5099206104945.html&opi=95576897&sa=U&ved=0ahUKEwiLkc7vkaiNAxX2APsDHTFVGPY4FBCwPAidAQ&usg=AOvVaw1vI9L-kREtZkuveyCtYqvF,47.49,€,4.5,688,cdiscount.com
Razer Kiyo Pro USB Camera with High-Performance Adaptive Light Sensor - Uncompressed 1080p 60 FPS - HDR-Enabled at 30 FPS,https://google.com/url?q=https://www.galaxus.fr/fr/s1/product/razer-kiyo-pro-2-mpx-webcam-14952405%3Futm_campaign%3Dorganicshopping%26utm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_content%3D2705624%26supplier%3D2705624&opi=95576897&sa=U&ved=0ahUKEwiLkc7vkaiNAxX2APsDHTFVGPY4FBCwPAihAQ&usg=AOvVaw0FoHpdSgHyPFdpQ2as4-UZ,119.04,€,4.5,768,Galaxus
Logitech Webcam Brio 300 Full HD en Blanc Cassé,https://google.com/url?q=https://www.shoppydeals.fr/logitech-brio-300-full-hd-webcam-off-white-960-001442-logitech-shoppydeals-fr/&opi=95576897&sa=U&ved=0ahUKEwiLkc7vkaiNAxX2APsDHTFVGPY4FBCwPAilAQ&usg=AOvVaw2kSbZzo2GWV0U5p6UwRSie,64.2,€,4.5,688,Shoppydeals UK - ShoppyDeals France
Obsbot Tiny SE Webcam 1080P 100FPS 60PFS Full HD Webcam Equipped with Ai Automatic Tracking CMOS HDR PHASE difference Detection AF Filter Processing,https://google.com/url?q=https://www.joom.com/fr/products/67ab097162296b0115a09aa5%3Fcurrency%3DEUR%26utm_productid%3D67ab097162296b0115a09aa5%26utm_feed%3Dweb%26utm_hash%3D76d53af5cab35d3d2bd5b0c17f451072%26variant_id%3D67ab097162296b5115a09aa7%26gsAttrs%3DeyJyZWdpb24iOiJGUiIsICJzcGVjaWFsUHJpY2VVc2VkIjpmYWxzZX0g%26exp_price%3DMjMwLjAg%26utm_audienceid%3Dadvertising_web_gg_2d&opi=95576897&sa=U&ved=0ahUKEwiLkc7vkaiNAxX2APsDHTFVGPY4FBCwPAipAQ&usg=AOvVaw0GasnKZ_IHzVu2b9Eg3mDZ,230.0,€,5.0,3,Joom
Logitech Brio 4K en Graphite,https://google.com/url?q=https://www.ebay.fr/itm/177094723060%3Fchn%3Dps%26mkevt%3D1%26mkcid%3D28%26google_free_listing_action%3Dview_item&opi=95576897&sa=U&ved=0ahUKEwiLkc7vkaiNAxX2APsDHTFVGPY4FBCwPAitAQ&usg=AOvVaw2stQbwPabtmHqTYDnfw-H-,276.68,€,4.5,2101,eBay - rarewaves-europe
HP Webcam FHD 320,https://google.com/url?q=https://www.rueducommerce.fr/p/m24074015513.html&opi=95576897&sa=U&ved=0ahUKEwiLkc7vkaiNAxX2APsDHTFVGPY4FBCwPAixAQ&usg=AOvVaw01HWEBnFcRvdn-H1cE7QRp,46.53,€,4.5,165,Rue du Commerce Marketplace
UGREEN Webcam HD CM678 Gray,https://google.com/url?q=https://www.ubuy.fr/fr/product/FHOHS0NDA-ugreen-hd-webcam-with-microphone-2-mics-clear-stereo-audio-1080p-30fps-web-camera-plug-and-play-85-view-usb-hd-video-webcam-for-live%3Fsrsltid%3DAfmBOorWv-xI9rc0ksfHjeV8IAYMCmGoh35Dq6YFl2OkFhCHL9RehWXiOkg&opi=95576897&sa=U&ved=0ahUKEwiLkc7vkaiNAxX2APsDHTFVGPY4FBCwPAi1AQ&usg=AOvVaw3Qa8DO0mim5hkNGM6oW8oR,45.0,€,5.0,245,Ubuy
Logitech Brio 500 Webcam Graphite,https://google.com/url?q=https://www.galerieslafayette.com/p/webcam%2Bbrio%2B500%2Bhd%2Bgraphite-logitech/300417138554/4100&opi=95576897&sa=U&ved=0ahUKEwiLkc7vkaiNAxX2APsDHTFVGPY4FBCwPAi5AQ&usg=AOvVaw1p_DN6KzsbmP3ze5ewVQDY,109.99,€,4.5,830,Galeries Lafayette
"Razer Kiyo X, Webcam",https://google.com/url?q=https://www.pccomponentes.fr/razer-kiyo-x-webcam-21-mp-1920-x-1080-pixels-usb-20-noir%3Fsrsltid%3DAfmBOors7yeNMa390nzMPjUl63ohjHVxXih5zwCGCJOGhxVW6ZXO7QM9Cjc&opi=95576897&sa=U&ved=0ahUKEwiLkc7vkaiNAxX2APsDHTFVGPY4FBCwPAi9AQ&usg=AOvVaw1NM-Z75ske4JZVh1nwFEZA,53.49,€,4.5,506,PcComponentes FR
Webcam Trust TW-350 4K,https://google.com/url?q=https://www.carrefour.fr/p/webcam-trust-tw-350/-enfoque-autom%25C3%25A1tico/-3840-x-2160-4k-uhd-8713439244229%3Fs%3D3158&opi=95576897&sa=U&ved=0ahUKEwiLkc7vkaiNAxX2APsDHTFVGPY4FBCwPAjBAQ&usg=AOvVaw2jsO1r43r-ZtA0bQeC2z0P,91.0,€,4.5,2,Carrefour
Logitech Brio Stream 4K Webcam,https://google.com/url?q=https://www.visunext.fr/p/logitech-brio-960-001194-webcam-1000007220/%3Fsrsltid%3DAfmBOooUxBtPhPTx94mXIBQ_eJ8Cp16j5U8_S00JrldkvsiDItK6wn2aMic&opi=95576897&sa=U&ved=0ahUKEwiLkc7vkaiNAxX2APsDHTFVGPY4FBCwPAjFAQ&usg=AOvVaw2ykWIu_-NPntbjvT0w1C-k,169.99,€,4.5,318,visunext.fr
Port Designs Webcam HD 1080,https://google.com/url?q=https://www.cultura.com/p-port-connect-camera-webcam-full-hd-1080p-microphone-usb-a-usb-c-10450342.html&opi=95576897&sa=U&ved=0ahUKEwiLkc7vkaiNAxX2APsDHTFVGPY4FBCwPAjJAQ&usg=AOvVaw1Or6UOVqm8KzjjJ_HRI06v,35.3,€,4.0,66,Cultura.com
Razer Kiyo Webcam,https://google.com/url?q=https://www.boostboxx.com/fr/razer-kiyo-webcam.html&opi=95576897&sa=U&ved=0ahUKEwiLkc7vkaiNAxX2APsDHTFVGPY4FBCwPAjNAQ&usg=AOvVaw2afsLgF1Zz0NF6tnclsbln,69.9,€,4.5,2027,BoostBoxx
Microsoft LifeCam Studio for Business - Webcam,https://google.com/url?q=https://teclab-boutique.fr/products/copie-de-webcam-urbanfactory-full-hd%3Fvariant%3D40889555779628%26country%3DFR%26currency%3DEUR%26utm_medium%3Dproduct_sync%26utm_source%3Dgoogle%26utm_content%3Dsag_organic%26utm_campaign%3Dsag_organic&opi=95576897&sa=U&ved=0ahUKEwiLkc7vkaiNAxX2APsDHTFVGPY4FBCwPAjRAQ&usg=AOvVaw0MfxjZmOQe6ousPmlef_r2,79.9,€,4.5,628,Teclab
Microsoft LifeCam Cinema - Webcam,https://google.com/url?q=https://www.pop-informatique.com/Prix/LifeCam-Cinema-1133863.html%3Futm_source%3Dgoogle%26utm_medium%3Dcomparateur%26utm_campaign%3Dshopping&opi=95576897&sa=U&ved=0ahUKEwiLkc7vkaiNAxX2APsDHTFVGPY4FBCwPAjVAQ&usg=AOvVaw2_DT5ff8XRF_ZLKcEMKFcY,155.9,€,4.5,889,Pop-Informatique
Asus C3 - Webcam,https://google.com/url?q=https://www.getgoods.com/fr-fr/index.php%3Fmp%3Dproducts%26file%3Dinfo%26ref%3D43%26products_model%3DY388492%26utm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dfpla%26dciso%3DFR%26language%3Dfr%26srsltid%3DAfmBOoq8kFFwLL7pY8rTFlD2UPvlfIGbbqGbX-e3aI1XsPOOG0OZVX4Xqbs&opi=95576897&sa=U&ved=0ahUKEwiLkc7vkaiNAxX2APsDHTFVGPY4FBCwPAjZAQ&usg=AOvVaw3Nvg0PtYfqS1_o2-nmO6W0,47.99,€,4.5,476,getgoods FR
Webcam JVCU360-N,https://google.com/url?q=https://fr.shopping.rakuten.com/offer/buy/9919726115/j5create-jvcu360-webcam-a-360-resolution-de-capture-video-1080p-blanc-et-noir.html%3Ffbbaid%3D16473438024%26t%3D180112%26csp&opi=95576897&sa=U&ved=0ahUKEwiLkc7vkaiNAxX2APsDHTFVGPY4FBCwPAjdAQ&usg=AOvVaw1-aQ0Bfkh-41WL7y2JwJsR,152.88,€,4.5,18,Rakuten - rarewaves-uk
Webcam avec Microphone intégré - 1280 x 720 - HD,https://google.com/url?q=https://www.conforama.fr/tv-son-multimedia/peripheriques-et-accessoires/accessoires-pc-tablette/tracer-hd-web008-webcam-1280x720p-usb-2-0-noir-trakam46732/p/M35577639%3Fsrsltid%3DAfmBOoqN7W8c7F7UUfujBkPVMwbrjngVEfRQ8dqGlq2rsbUpG0DamW9rslk&opi=95576897&sa=U&ved=0ahUKEwiLkc7vkaiNAxX2APsDHTFVGPY4FBCwPAjhAQ&usg=AOvVaw2eNTtlM5J_fO_qvXENLWOZ,26.65,€,4.5,96,Conforama
"eMeet Webcam 4K 3-en-1, Webcam C980 Pro 4K avec 4 Microphones anTibruit et 2 Haut-parleurs, Grand Angle 60°-98°, Mise au Point Fixe, Camera PC",https://google.com/url?q=https://www.amazon.fr/eMeet-C980-Microphones-Haut-parleurs-Individuels/dp/B0DCZ77GWH%3Fsource%3Dps-sl-shoppingads-lpcontext%26ref_%3Dfplfs%26psc%3D1%26smid%3DA3ECWO480W6PQZ&opi=95576897&sa=U&ved=0ahUKEwiLkc7vkaiNAxX2APsDHTFVGPY4FBDZKQjlAQ&usg=AOvVaw0jqIwWxlP2-6kX4NGDaBwh,99.99,€,4.5,89,Amazon.fr - Seller
Microsoft LifeCam Studio pour les Entreprises,https://google.com/url?q=https://www.backmarket.fr/fr-fr/p/webcam-microsoft-lifecam-studio/658cd653-662f-4701-b1b5-f80e41900345%3Fshopping%3Dgmc&opi=95576897&sa=U&ved=0ahUKEwiLkc7vkaiNAxX2APsDHTFVGPY4FBCwPAjoAQ&usg=AOvVaw3KgIcpTgaXM5TaeS90S23o,49.0,€,4.5,628,à neuf) chez Back Market
Microsoft LifeCam Studio pour les Entreprises,https://google.com/url?q=https://www.backmarket.fr/fr-fr/p/webcam-microsoft-lifecam-studio/658cd653-662f-4701-b1b5-f80e41900345%3Fshopping%3Dgmc&opi=95576897&sa=U&ved=0ahUKEwj11KfwkaiNAxUlV6QEHQy0Grs4KBCwPAidAQ&usg=AOvVaw1PB5pJdzcZoMcF1tm69Yo8,49.0,€,4.5,628,à neuf) chez Back Market
AVerMedia Live Streamer PW513 Webcam,https://google.com/url?q=https://www.laredoute.fr/ppdp/prod-602028537.aspx%3Fdim1%3D1999%26dim2%3D1999%26docid%3D00000000000001%26srsltid%3DAfmBOoqlpgzkPr7CclpWMONmWNeN1dImOxlRh3l1h-DnR8fCGhFbTMHjt5o&opi=95576897&sa=U&ved=0ahUKEwj11KfwkaiNAxUlV6QEHQy0Grs4KBCwPAiiAQ&usg=AOvVaw1932Q_GVCT4EO20-5C3l9b,150.99,€,4.5,75,La Redoute
Logitech Webcam Brio 100 Full HD en Blanc Cassé,https://google.com/url?q=https://www.logitech.com/fr-fr/products/webcams/brio-100-webcam.960-001617.html&opi=95576897&sa=U&ved=0ahUKEwj11KfwkaiNAxUlV6QEHQy0Grs4KBCwPAimAQ&usg=AOvVaw1Rr_AnfDyquRwi-qAEjrru,49.99,€,4.5,2481,Logitech
Logitech C525 HD Webcam,https://google.com/url?q=https://www.ebay.fr/itm/187123817885%3Fchn%3Dps%26mkevt%3D1%26mkcid%3D28%26google_free_listing_action%3Dview_item&opi=95576897&sa=U&ved=0ahUKEwj11KfwkaiNAxUlV6QEHQy0Grs4KBCwPAiqAQ&usg=AOvVaw3wCC5iVAx1irCwr4UV0xZ_,424.33,€,4.5,1082,eBay - rarewaves-europe
Logitech Reach Webcam 1920 x 1080 pixels USB-C Graphite,https://google.com/url?q=https://hellorse.fr/produits/5099206124783%3Fsrsltid%3DAfmBOopH3Aq9ZRRlYPjvjcTdcMo28Xqde5ppyUyl40kfEB3fUOdqSE-VzbE&opi=95576897&sa=U&ved=0ahUKEwj11KfwkaiNAxUlV6QEHQy0Grs4KBCwPAiuAQ&usg=AOvVaw1MdL5Lqy4A75vzVSUMUJzK,394.8,€,4.5,3,hello RSE
"Webcam OBSBOT Tiny 2 4K avec contrôle vocal PTZ, suivi AI multi-mode et mise au point automatique, caméra Web avec capteur 1/1,5"", contrôle gestuel,",https://google.com/url?q=https://www.kentfaith.fr/GW41.0137_webcam-obsbot-tiny-2-4k-avec-contr%25C3%25B4le-vocal-ptz-suivi-ai-multi-mode-et-mise-au-point-automatique-cam%3Fsrsltid%3DAfmBOopYwHGDK0uaWmOy7dS5_1_eiN5p4vhGBEsujw0sezXxqRDvVMplGxY&opi=95576897&sa=U&ved=0ahUKEwj11KfwkaiNAxUlV6QEHQy0Grs4KBCwPAiyAQ&usg=AOvVaw0jka4bvYIfB4lrXfdzJJeI,329.99,€,5.0,66,K&F Concept FR
Logitech StreamCam - Webcam,https://google.com/url?q=https://www.pixmania.com/fr/fr/logitech-streamcam-58620.html%3Foid%3D144818%26srsltid%3DAfmBOoq9V4uAVybScNmlZbTJgKPVq6zgmRgmItPMw0uRkYL7l9KQ9qr2xQs&opi=95576897&sa=U&ved=0ahUKEwj11KfwkaiNAxUlV6QEHQy0Grs4KBCwPAi1AQ&usg=AOvVaw2CieYRZE_jzTlkP2yHJ80t,116.36,€,4.5,1494,Pixmania
Creative Live! Cam Sync 4K - Webcam 4K UHD avec compensation de contre-jour,https://google.com/url?q=https://fr.creative.com/p/webcams/creative-live-cam-sync-4k%23buy&opi=95576897&sa=U&ved=0ahUKEwj11KfwkaiNAxUlV6QEHQy0Grs4KBCwPAi5AQ&usg=AOvVaw28SAriQOpuS-I57aThaTWU,59.99,€,4.5,102,Creative Labs
Logitech HD Webcam C270,https://google.com/url?q=https://equipements.kalyzee.com/products/logitech-c270-webcam%3Fvariant%3D49222616908106%26country%3DFR%26currency%3DEUR%26utm_medium%3Dproduct_sync%26utm_source%3Dgoogle%26utm_content%3Dsag_organic%26utm_campaign%3Dsag_organic%26srsltid%3DAfmBOopinPdb5BeSd3Ix1gXECKaCtf3A5y71lmqRUJqrpByEG9TK18PubTU&opi=95576897&sa=U&ved=0ahUKEwj11KfwkaiNAxUlV6QEHQy0Grs4KBCwPAi9AQ&usg=AOvVaw0z1907JjrqVNq-SgnYgJJW,31.99,€,4.5,33255,Kalyzée
Logitech Brio Ultra HD Pro Business Webcam 4096 x 2160 pixels USB 3.2 Gen 1 (3.1 Gen 1) Noir,https://google.com/url?q=http://www.dominodisplay.com/fr/smart-solutions/accessoires-de-collaboration/webcam-business-brio-logitech&opi=95576897&sa=U&ved=0ahUKEwj11KfwkaiNAxUlV6QEHQy0Grs4KBCwPAjBAQ&usg=AOvVaw1vVo2mQ59fpExBf-9q3LVm,270.0,€,4.5,2101,Dominodisplay
Logitech BCC950 Noir,https://google.com/url?q=https://greatecno.com/fr/webcams/97414-webcam-logitech-bcc950-conferencecam-1920x1080-telecommande-cable-usb-2-4m-noir-6920377901882.html%3Fcountry%3Dfr%26srsltid%3DAfmBOoqXDh0JAuwmuckmjTAPOMIopdclWau3s04frPSvsFS5letf3lxUzvo&opi=95576897&sa=U&ved=0ahUKEwj11KfwkaiNAxUlV6QEHQy0Grs4KBCwPAjFAQ&usg=AOvVaw01_OybMUeYujxDhpm64opR,133.21,€,4.5,597,GreaTecno
Logitech Webcam C505e,https://google.com/url?q=https://chipset.fr/boutique/peripheriques-pc/webcam/logitech-hd-webcam-c505e-960-001372/%3Fsrsltid%3DAfmBOoqvmzZM6sd28VkpLUMZzKdmfMzdxAg5RxHcA80_98eBvr_oRiiTe_M&opi=95576897&sa=U&ved=0ahUKEwj11KfwkaiNAxUlV6QEHQy0Grs4KBCwPAjJAQ&usg=AOvVaw2D88_qh53wyZQp_vIBBB3h,34.72,€,4.5,155,Chipset.fr
Logitech HD Pro Webcam C920,https://google.com/url?q=https://www.integration-reseaux.com/Prix/Webcam-Logitech-C920-24504.html%3Futm_source%3Dgoogle%26utm_medium%3Dcomparateur%26utm_campaign%3Dshopping&opi=95576897&sa=U&ved=0ahUKEwj11KfwkaiNAxUlV6QEHQy0Grs4KBCwPAjNAQ&usg=AOvVaw0j9gWRjAPAyASHn4jJtjRp,98.93,€,4.5,9989,Integration-Reseaux
Trust Webcam Tanor Noir,https://google.com/url?q=https://www.electrodepot.fr/webcam-trust-fhd-tanor.html%3Fsrsltid%3DAfmBOopnMPsNyCJjfw9TuVTLajz30DBKOlwOkm0Ej_ED3q8Z7apDiXeZLt8&opi=95576897&sa=U&ved=0ahUKEwj11KfwkaiNAxUlV6QEHQy0Grs4KBCwPAjRAQ&usg=AOvVaw03uwmz9VZEpltGHapJcLkr,24.95,€,5.0,7,Electro Dépôt
Webcam Krom NXKROMKAM Full HD - 30 FPS,https://google.com/url?q=https://habitium.com/fr/webcams/761928-webcam-a-resolution-full-hd-avec-microphone-et-finition-noire-krom.html%3Fland%3D%26srsltid%3DAfmBOornogS3C7lk5AN0BYgv9Ju6t2pOb8TV_u7ONfBh95apUj-IJ3Nmt58&opi=95576897&sa=U&ved=0ahUKEwj11KfwkaiNAxUlV6QEHQy0Grs4KBCwPAjVAQ&usg=AOvVaw11t_gQlJBGayZPq9seYIim,36.95,€,4.5,154,Habitium
Logitech C920e - Webcam,https://google.com/url?q=https://www.eibabo.fr/logitech/webcam-usb-hd-30-fps-professionnelle-accessoire-pour-l-electronique-grand-public-logitech-c92...-eb18730629%3Futm_source%3DPortals%26utm_medium%3DCPC%26utm_campaign%3Deibabo-FR_GoogleShopping_FR&opi=95576897&sa=U&ved=0ahUKEwj11KfwkaiNAxUlV6QEHQy0Grs4KBCwPAjZAQ&usg=AOvVaw36jcxBSYzEWpV2DlF0IsUm,78.14,€,4.5,447,eibabo.fr
Logitech C310 HD Webcam,https://google.com/url?q=https://www.conrad.fr/fr/p/webcam-hd-1280-x-720-pixel-logitech-c310-pied-de-support-support-a-pince-973987.html%3Fexperience%3Db2c%26utm_source%3Dgoogle%26utm_medium%3Dsurfaces%26utm_campaign%3Dshopping-feed%26utm_content%3Dfree-google-shopping-clicks%26utm_term%3D973987&opi=95576897&sa=U&ved=0ahUKEwj11KfwkaiNAxUlV6QEHQy0Grs4KBCwPAjdAQ&usg=AOvVaw0b-UJ4aVzwerDxDj3wE-ho,28.99,€,4.5,2266,Conrad.fr
Razer Kiyo Pro Ultra - 4K Streaming Webcam with DSLR Video,https://google.com/url?q=https://www.razer.com/fr-fr/streaming-cameras/Razer-Kiyo-Pro-Ultra/RZ19-04420100-R3M1%3Fsrsltid%3DAfmBOoqjq7XI9tAy2X_9yzqVHSGtKP9AiM97iPK75qKNUn1Y7HAdxaPhh8Q&opi=95576897&sa=U&ved=0ahUKEwj11KfwkaiNAxUlV6QEHQy0Grs4KBCwPAjhAQ&usg=AOvVaw0WUatX0gxuM2utlvL-OCXP,349.99,€,5.0,4,Razer.com
Microsoft Modern Webcam,https://google.com/url?q=https://www.lambda-tek.com/Microsoft-8L3-00005-shFR/B45766481%26origin%3DgbaseFR16.10%3Fsrsltid%3DAfmBOooFrk2-4A3F3RI-oocF6LLWBGwGiuBCyWYWCMBt243dWxd1mJbBp64&opi=95576897&sa=U&ved=0ahUKEwj11KfwkaiNAxUlV6QEHQy0Grs4KBCwPAjlAQ&usg=AOvVaw1F69oX8Da66VvaL_4A8a0a,103.37,€,4.5,70,LambdaTek
Logitech C270 HD Webcam,https://google.com/url?q=https://e.leclerc/fp/5099206064201&opi=95576897&sa=U&ved=0ahUKEwj11KfwkaiNAxUlV6QEHQy0Grs4KBCwPAjpAQ&usg=AOvVaw04rrtBpOHF2PA839D9YixX,24.41,€,4.5,33255,E.Leclerc
"Logitech Brio 300 Webcam, Blanc",https://google.com/url?q=https://www.cdiscount.com/informatique/clavier-souris-webcam/webcam-logitech-brio-300-full-hd-avec-confidential/f-1070208-log5099206104945.html&opi=95576897&sa=U&ved=0ahUKEwjZk_3wkaiNAxWkUaQEHdFxKFM4FBCwPAidAQ&usg=AOvVaw36RjJXnmgR1QSKpZxM0ZMG,47.49,€,4.5,688,cdiscount.com
Razer Kiyo Pro USB Camera with High-Performance Adaptive Light Sensor - Uncompressed 1080p 60 FPS - HDR-Enabled at 30 FPS,https://google.com/url?q=https://www.galaxus.fr/fr/s1/product/razer-kiyo-pro-2-mpx-webcam-14952405%3Futm_campaign%3Dorganicshopping%26utm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_content%3D2705624%26supplier%3D2705624&opi=95576897&sa=U&ved=0ahUKEwjZk_3wkaiNAxWkUaQEHdFxKFM4FBCwPAihAQ&usg=AOvVaw2aQnj58jS2vt57SaVUdlXO,119.04,€,4.5,768,Galaxus
Logitech Webcam Brio 300 Full HD en Blanc Cassé,https://google.com/url?q=https://www.shoppydeals.fr/logitech-brio-300-full-hd-webcam-off-white-960-001442-logitech-shoppydeals-fr/&opi=95576897&sa=U&ved=0ahUKEwjZk_3wkaiNAxWkUaQEHdFxKFM4FBCwPAilAQ&usg=AOvVaw37RUTFaaD1Ym7kUKnt20pk,64.2,€,4.5,688,Shoppydeals UK - ShoppyDeals France
Obsbot Tiny SE Webcam 1080P 100FPS 60PFS Full HD Webcam Equipped with Ai Automatic Tracking CMOS HDR PHASE difference Detection AF Filter Processing,https://google.com/url?q=https://www.joom.com/fr/products/67ab097162296b0115a09aa5%3Fcurrency%3DEUR%26utm_productid%3D67ab097162296b0115a09aa5%26utm_feed%3Dweb%26utm_hash%3D76d53af5cab35d3d2bd5b0c17f451072%26variant_id%3D67ab097162296b5115a09aa7%26gsAttrs%3DeyJyZWdpb24iOiJGUiIsICJzcGVjaWFsUHJpY2VVc2VkIjpmYWxzZX0g%26exp_price%3DMjMwLjAg%26utm_audienceid%3Dadvertising_web_gg_2d&opi=95576897&sa=U&ved=0ahUKEwjZk_3wkaiNAxWkUaQEHdFxKFM4FBCwPAipAQ&usg=AOvVaw0_TPzk4Gc8g1XWgU6a2yf5,230.0,€,5.0,3,Joom
Logitech Brio 4K en Graphite,https://google.com/url?q=https://www.ebay.fr/itm/177094723060%3Fchn%3Dps%26mkevt%3D1%26mkcid%3D28%26google_free_listing_action%3Dview_item&opi=95576897&sa=U&ved=0ahUKEwjZk_3wkaiNAxWkUaQEHdFxKFM4FBCwPAitAQ&usg=AOvVaw13KgO2w5DkaAPiXkRWj3ou,276.68,€,4.5,2101,eBay - rarewaves-europe
HP Webcam FHD 320,https://google.com/url?q=https://www.rueducommerce.fr/p/m24074015513.html&opi=95576897&sa=U&ved=0ahUKEwjZk_3wkaiNAxWkUaQEHdFxKFM4FBCwPAixAQ&usg=AOvVaw2SphwSTiSO1ZNuJ26ZYgu8,46.53,€,4.5,165,Rue du Commerce Marketplace
UGREEN Webcam HD CM678 Gray,https://google.com/url?q=https://www.ubuy.fr/fr/product/FHOHS0NDA-ugreen-hd-webcam-with-microphone-2-mics-clear-stereo-audio-1080p-30fps-web-camera-plug-and-play-85-view-usb-hd-video-webcam-for-live%3Fsrsltid%3DAfmBOoqvzTOsmxmwJGer2-vtp1WNnpAe8J9Ni0PRB3pQ-Jj2wJm0SbHEJHw&opi=95576897&sa=U&ved=0ahUKEwjZk_3wkaiNAxWkUaQEHdFxKFM4FBCwPAi1AQ&usg=AOvVaw0B82pXsIyA9kJQwhLY8TPz,45.0,€,5.0,245,Ubuy
Logitech Brio 500 Webcam Graphite,https://google.com/url?q=https://www.galerieslafayette.com/p/webcam%2Bbrio%2B500%2Bhd%2Bgraphite-logitech/300417138554/4100&opi=95576897&sa=U&ved=0ahUKEwjZk_3wkaiNAxWkUaQEHdFxKFM4FBCwPAi5AQ&usg=AOvVaw1qADFDH017dcEo5yREj22o,109.99,€,4.5,830,Galeries Lafayette
"Razer Kiyo X, Webcam",https://google.com/url?q=https://www.pccomponentes.fr/razer-kiyo-x-webcam-21-mp-1920-x-1080-pixels-usb-20-noir%3Fsrsltid%3DAfmBOoq9Qqwj6tO8uZoSEap89_kB3RhL7s5HFkVegBKP5IYq2PdWsQa56a4&opi=95576897&sa=U&ved=0ahUKEwjZk_3wkaiNAxWkUaQEHdFxKFM4FBCwPAi9AQ&usg=AOvVaw2l5nqMac0NX89Pmx-P5p_k,53.49,€,4.5,506,PcComponentes FR
Webcam Trust TW-350 4K,https://google.com/url?q=https://www.carrefour.fr/p/webcam-trust-tw-350/-enfoque-autom%25C3%25A1tico/-3840-x-2160-4k-uhd-8713439244229%3Fs%3D3158&opi=95576897&sa=U&ved=0ahUKEwjZk_3wkaiNAxWkUaQEHdFxKFM4FBCwPAjBAQ&usg=AOvVaw2JVzp-UXDtxdO9kcoFkBTv,91.0,€,4.5,2,Carrefour
Logitech Brio Stream 4K Webcam,https://google.com/url?q=https://www.visunext.fr/p/logitech-brio-960-001194-webcam-1000007220/%3Fsrsltid%3DAfmBOoqzthRtZguZ5-4El3-XsSsaArf380Rm4JlRx-CBAhKPpvhAkouCm4E&opi=95576897&sa=U&ved=0ahUKEwjZk_3wkaiNAxWkUaQEHdFxKFM4FBCwPAjFAQ&usg=AOvVaw0o1hqGeRjAhfrHOVuoWO_7,169.99,€,4.5,318,visunext.fr
Port Designs Webcam HD 1080,https://google.com/url?q=https://www.cultura.com/p-port-connect-camera-webcam-full-hd-1080p-microphone-usb-a-usb-c-10450342.html&opi=95576897&sa=U&ved=0ahUKEwjZk_3wkaiNAxWkUaQEHdFxKFM4FBCwPAjJAQ&usg=AOvVaw3781GI4S3VQ0M09mdc_BuI,35.3,€,4.0,66,Cultura.com
Razer Kiyo Webcam,https://google.com/url?q=https://www.boostboxx.com/fr/razer-kiyo-webcam.html&opi=95576897&sa=U&ved=0ahUKEwjZk_3wkaiNAxWkUaQEHdFxKFM4FBCwPAjNAQ&usg=AOvVaw0djaUcfXnQJZb1dYn_6pIj,69.9,€,4.5,2027,BoostBoxx
